,0,1,2,3
0,-0.998523629850081,0.0,0.054319063237674096,0.0
1,-0.9984801069346635,0.0005039283103097616,0.05510281612134579,0.0009496143945366475
2,-0.9984347807096384,0.001007827266543141,0.05588709874689967,0.0018987225051116236
3,-0.998387651261654,0.0015116949611611028,0.05667190962617667,0.002847322585384938
4,-0.9983387186812568,0.0020155294867279646,0.05745724726911129,0.0037954128907279525
5,-0.9982879830628926,0.002519328935916736,0.058243110183734945,0.004742991678227197
6,-0.9982354445049062,0.0030230914015144483,0.059029496876179297,0.005690057206688168
7,-0.9981811031095403,0.003526814976427496,0.05981640585067955,0.00663660773663914
8,-0.9981249589829359,0.004030497753686965,0.06060383560957778,0.007582641530334952
9,-0.9980670122351317,0.004534137826453977,0.061391784653326245,0.008528156851760805
10,-0.9980072629800641,0.005037733288025012,0.062180251480490764,0.009473151966636046
11,-0.9979457113355674,0.005541282231837243,0.06296923458775404,0.010417625142417944
12,-0.9978823574233726,0.006044782751473885,0.06375873246991898,0.011361574648305495
13,-0.9978172013691081,0.0065482329406695156,0.06454874361991209,0.012304998755243157
14,-0.997750243302298,0.007051630893315399,0.06533926652878681,0.013247895735924638
15,-0.9976814833563634,0.007554974703464832,0.06613029968572687,0.01419026386479667
16,-0.9976109216686212,0.008058262465338485,0.06692184157804967,0.015132101418062737
17,-0.997538558380284,0.008561492273329705,0.06771389069120967,0.01607340667368686
18,-0.9974643936364596,0.009064662222009863,0.06850644550880175,0.017014177911397338
19,-0.997388427586151,0.009567770406133689,0.06929950451256453,0.017954413412690454
20,-0.9973106603822561,0.010070814920644607,0.07009306618238392,0.0188941114608343
21,-0.9972310921815666,0.01057379386068002,0.07088712899629632,0.01983327034087241
22,-0.9971497231447688,0.011076705321576707,0.07168169143049213,0.020771888339627557
23,-0.9970665534364417,0.0115795473988761,0.07247675195931921,0.021709963745705482
24,-0.9969815832250586,0.012082318188329635,0.07327230905528616,0.02264749484949856
25,-0.9968948126829851,0.012585015785904066,0.07406836118906573,0.023584479943189546
26,-0.9968062419864794,0.013087638287786809,0.07486490682949842,0.024520917320755346
27,-0.996715871315691,0.013590183790391237,0.07566194444359572,0.02545680527797055
28,-0.9966237008546623,0.014092650390362066,0.07645947249654356,0.026392142112411372
29,-0.9965297307913266,0.0145950361845806,0.07725748945170585,0.027326926123459137
30,-0.9964339613175066,0.015097339270170112,0.07805599377062784,0.02826115561230407
31,-0.9963363926289173,0.015599557744501153,0.07885498391303958,0.029194828881948996
32,-0.9962370249251621,0.01610168970519686,0.07965445833685934,0.030127944237212975
33,-0.9961358584097353,0.01660373325013832,0.08045441549819714,0.031060499984734976
34,-0.9960328932900184,0.017105686477469843,0.08125485385135815,0.03199249443297761
35,-0.9959281297772825,0.01760754748560429,0.08205577184884613,0.032923925892230685
36,-0.9958215680866863,0.018109314373228432,0.08285716794136704,0.03385479267461504
37,-0.9957132084372762,0.018610985239308236,0.0836590405778322,0.03478509309408598
38,-0.9956030510519857,0.01911255818309417,0.08446138820536231,0.03571482546643713
39,-0.9954910961576345,0.019614031304126606,0.0852642092692903,0.03664398810930399
40,-0.9953773439849282,0.020115402702240985,0.08606750221316534,0.03757257934216755
41,-0.995261794768458,0.020616670477573273,0.08687126547875593,0.038500597486357965
42,-0.9951444487467,0.021117832730565247,0.08767549750605379,0.03942804086505824
43,-0.9950253061620142,0.021618887561969738,0.08848019673327705,0.04035490780330768
44,-0.994904367260645,0.022119833072856025,0.08928536159687393,0.041281196628005765
45,-0.9947816322927197,0.022620667364615127,0.09009099053152617,0.042206905667915545
46,-0.9946571015122476,0.023121388538965074,0.09089708197015252,0.04313203325366732
47,-0.9945307751771215,0.023621994697956297,0.09170363434391249,0.04405657771776241
48,-0.9944026535491145,0.024122483943976855,0.09251064608220957,0.04498053739457642
