,0,1,2
0,-0.5638821721076965,0.5560438632965088,0.0022113823797553778
1,-0.5500163435935974,0.610255777835846,0.06438250094652176
2,-0.5297657251358032,0.6597113013267517,0.13234709203243256
3,-0.5038769245147705,0.7056720852851868,0.21029190719127655
4,-0.46607673168182373,0.7517309784889221,0.2984813153743744
5,-0.41673752665519714,0.7956281900405884,0.39725062251091003
6,-0.34711310267448425,0.8343908786773682,0.5071172118186951
7,-0.25048574805259705,0.8660721778869629,0.6214540004730225
8,-0.11940732598304749,0.8814112544059753,0.7393017411231995
9,0.0419132262468338,0.861729621887207,0.863466203212738
10,0.19373813271522522,0.803177535533905,0.982165515422821
11,0.36135587096214294,0.6868762373924255,1.0867600440979004
12,0.5427320599555969,0.5080258250236511,1.1501405239105225
13,0.6964880228042603,0.28027188777923584,1.1386902332305908
14,0.8020511269569397,0.024084102362394333,1.0509268045425415
15,0.8360304832458496,-0.32201087474823,0.9030513167381287
16,0.7985424995422363,-0.5799899101257324,0.718536376953125
17,0.709867000579834,-0.7691724300384521,0.525833785533905
18,0.5995954275131226,-0.8693139553070068,0.361657977104187
19,0.492552250623703,-0.9067081809043884,0.23869197070598602
20,0.39942193031311035,-0.9053568840026855,0.16205620765686035
21,0.3172459900379181,-0.88353031873703,0.10420266538858414
22,0.2434128224849701,-0.8546066880226135,0.06280070543289185
23,0.17824968695640564,-0.820935070514679,0.035337358713150024
24,0.11702368408441544,-0.7827531099319458,0.01567920483648777
25,0.06340978294610977,-0.7421408891677856,0.0027463524602353573
26,0.016147086396813393,-0.6969389319419861,-0.0020220449659973383
27,-0.03084823675453663,-0.6483780145645142,0.001385522191412747
28,-0.07317432016134262,-0.594716489315033,0.005589681211858988
29,-0.10910952836275101,-0.537598729133606,0.011134406551718712
30,-0.1348811686038971,-0.47769469022750854,0.018470898270606995
31,-0.1508326530456543,-0.41218939423561096,0.028803398832678795
32,-0.15862134099006653,-0.3427749574184418,0.04239915311336517
33,-0.1594208925962448,-0.2756519019603729,0.05599358305335045
34,-0.1522570699453354,-0.2102346122264862,0.06948782503604889
35,-0.138029083609581,-0.1422213464975357,0.08443605154752731
36,-0.11765752732753754,-0.07005448639392853,0.09923798590898514
37,-0.09110771119594574,0.007333111483603716,0.11363472044467926
38,-0.06071007624268532,0.06903818994760513,0.1255432814359665
39,-0.033019714057445526,0.12188266217708588,0.1351829618215561
40,0.0025743248406797647,0.1703341156244278,0.14017772674560547
41,0.040957070887088776,0.21679100394248962,0.14302179217338562
42,0.08293180167675018,0.2636667490005493,0.14378394186496735
43,0.1282353550195694,0.3112097382545471,0.14207792282104492
44,0.1762593388557434,0.3556399345397949,0.1366025060415268
45,0.22872094810009003,0.39528611302375793,0.12348273396492004
46,0.28350603580474854,0.4294731616973877,0.10617504268884659
47,0.3379250466823578,0.45852547883987427,0.08567593991756439
48,0.3901856243610382,0.48065829277038574,0.06150345504283905
49,0.4396028518676758,0.4960111677646637,0.030151471495628357
50,0.4859752357006073,0.5048925876617432,-0.0138650918379426
51,0.5252407789230347,0.5060965418815613,-0.08385177701711655
52,0.5578526854515076,0.4972272515296936,-0.16006451845169067
53,0.5882809162139893,0.47920387983322144,-0.24637290835380554
54,0.6136806607246399,0.44908958673477173,-0.34247714281082153
55,0.6271312236785889,0.4072001874446869,-0.44598716497421265
56,0.6244812607765198,0.35457760095596313,-0.5494848489761353
57,0.6013852953910828,0.29589909315109253,-0.6461658477783203
58,0.5556339025497437,0.23059941828250885,-0.7322667837142944
59,0.4878402650356293,0.16109660267829895,-0.8057453036308289
